C_CUSTKEY,C_ACCTBAL,C_NAME,C_MKTSEGMENT,C_PHONE,C_NATIONKEY,C_ADDRESS,C_COMMENT 
946,2990.73,Customer#000000946,FURNITURE,31-152-357-9762,21,ufHQOmRhQoLSiyfQ,"ironic, ironic pinto beans promise ac"
947,4092.24,Customer#000000947,BUILDING,32-838-393-6825,22,JnzDRxqCwjRPyeq70wrxzKWLXI,theodolites sleep along the final instructions? furiously even requests use blithely busily ironic theodolites
948,4346.90,Customer#000000948,AUTOMOBILE,27-125-968-3750,17,yxBr7nLGxxwECEk,"pending, silent deposits haggle always bold excuses. fluffily silent requests sleep pending d"
949,5340.67,Customer#000000949,AUTOMOBILE,12-391-316-1861,2,tOBbBIfhWM lNI3YxTYH8Or8Ki,carefully bold ideas sleep furiously. evenly regular deposits about the carefully even packages boo
950,9609.77,Customer#000000950,FURNITURE,25-849-760-2017,15,mi3o6cp47mo8Miqh9d R1XWStjxatcQqHQZW,"special, even requests cajole quickly regular,"
951,7499.47,Customer#000000951,FURNITURE,10-813-916-8297,0,"PnC4Xlds,v","furiously ironic instructions unwind regular, express foxes. even, ironic dependencies against the regular,"
952,3710.14,Customer#000000952,AUTOMOBILE,34-527-524-9172,24,jg0YsHARdoULvVtP2vGHLVoAfWKFNz6QdTeAi,"blithely regular ideas believe. ironic, final requests alongside of the carefully unusual instructions w"
953,6292.06,Customer#000000953,BUILDING,32-829-961-2870,22,5HJQ8UzSSl1PJv28MpZqWvNwUm,"quickly final requests after the ironic, careful dolphins h"
954,5740.00,Customer#000000954,FURNITURE,29-639-437-3775,19,"rr0Gz2iuYNuLgrIcLCdi5Zr2SnY8,wpzD9A",furiously unusual instructions print after the ironic accounts. ev
955,138.31,Customer#000000955,AUTOMOBILE,10-918-863-8880,0,FIis0dJhR5DwVCLy,blithely express hockey player
956,1587.14,Customer#000000956,HOUSEHOLD,30-627-947-8311,20,aI12bsLSd1Y4dIx2Me5BLbGDCZPn,ideas across the carefully pending somas use furiously foxes. slyly enticing pa
957,9076.68,Customer#000000957,FURNITURE,29-941-553-8245,19,"9F8p,XsLLxyiZ3b8NN",carefully bold pinto beans sleep carefully across the carefully even excuses; daringly ironic accounts sleep s
958,1791.65,Customer#000000958,FURNITURE,15-455-954-2914,5,OrOUBBV7NlzVFXtuSOECmQFOkw8r,slyly unusual requests engage care
959,3266.14,Customer#000000959,FURNITURE,14-546-329-6898,4,O FdrkZxCx PK,pinto beans could have to boost slyly about the ironic packa
960,1932.59,Customer#000000960,HOUSEHOLD,14-664-604-8633,4,"meekxaMlz5c1uE3wV7a,u h WcU,1OJz",carefully bold excuses sleep. brave escapades slee
961,6963.68,Customer#000000961,MACHINERY,22-989-463-6089,12,"5,81YDLFuRR47KKzv8GXdmi3zyP37PlPn","requests haggle carefully around the bold, even ideas. asymptotes across the final deposits haggle slyly"
962,7557.00,Customer#000000962,BUILDING,14-792-232-1645,4,lDp572JGdrL34kB YOQuC,accounts in place of the regular requests cajole carefully carefully bold theodolites. fur
963,2557.49,Customer#000000963,HOUSEHOLD,23-921-332-7635,13,"40EdWkddaWhQyiQ6FfUo8VOZwgb MetJ2jV,QPL",quickly ironic dolphins use alongside of the furiously unusual platelets. bold requests affix fluffily. car
964,4756.58,Customer#000000964,FURNITURE,22-974-772-2802,12,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,express ideas wake slyly above the even deposits. furiously express deposits sublate carefully. pending packa
965,4768.80,Customer#000000965,MACHINERY,12-893-735-6415,2,"UigBc,9d1iLtQAVatnWACSDc9mNx0mYl",blithely unusual dependencies among the excuses wake slyly among the foxes. carefully even instruct
966,1283.26,Customer#000000966,MACHINERY,18-539-933-5176,8,V9c8SR8WK7wEd,slyly regular accounts are fluffily furiously regular dependencies. furiously ironic
967,5710.41,Customer#000000967,BUILDING,33-687-917-3598,23,xKdAl6HSWvAmptzHgQHX3cMmxZDhfyrMqx,regular excuses affix blithely special packages. packages are slyly. furiously bold deposits haggle carefully
968,8921.97,Customer#000000968,BUILDING,10-470-740-2657,0,eu 5FA1WHs9jq0pcdlVVA,quickly regular requests detect. slyly pending packages cajole quickly after the fluffily silent instruct
969,8601.63,Customer#000000969,BUILDING,18-148-790-2039,8,N9NSGc0Bj6FlSw3d9k GI7VAd1jW,carefully express packages wake slyly furiously final requests. sheaves wake slyly slyly ironic theodolites. quickly
970,3623.60,Customer#000000970,MACHINERY,24-266-486-1615,14,DXEgz7JHSFW401,unusual deposits are alongside of the furiou
971,3914.88,Customer#000000971,AUTOMOBILE,11-256-718-6928,1,z29DUY Utsi6mWKI,unusual theodolites about the unusual theodolites nag among the furiously pending multipliers. furiously bol
972,4453.46,Customer#000000972,MACHINERY,14-405-229-6174,4,ImKvHrrNc3rfWejksbCPyIQ,carefully ironic ideas against the slyly regular deposits are above the carefully final accounts.
973,3229.18,Customer#000000973,FURNITURE,10-749-928-5415,0,FT4jTOdVCpmYW,blithely ruthless instructions run fluffily packages. quickly regu
974,7826.10,Customer#000000974,HOUSEHOLD,30-473-948-7149,20,"7RcY6fOjTMbbOnVaFV,,6Dk5FIiHGrCpwXJNI",furiously express instructions are furiously pending theodolites. blithely pending depos
975,4364.06,Customer#000000975,FURNITURE,26-428-220-2070,16,qPFceGMB0xDjY6BhTGdIxe2Z F4MVuKIXHqQ1,bold excuses nag slyly even dependencies. pending pinto beans at the carefully silent accounts nod furiously dolphin
976,7772.85,Customer#000000976,BUILDING,29-436-660-4732,19,I78UJ2ks3sbcd0c2NQ7aH,ironic theodolites detect express platelets. regular ideas haggle quickly around the regular asym
977,311.00,Customer#000000977,FURNITURE,12-602-807-5055,2,"JcKxPwHPM7akg5IiCs,ZVAfO73KE3",blithely regular dolphins haggle blithely regular deposits. furiously even dolphins cajole carefull
978,-50.51,Customer#000000978,BUILDING,34-261-243-2624,24,"zpvQ6LYE89Inl40Yz,7NJ",fluffily special warhorses are permanently spec
979,7055.13,Customer#000000979,MACHINERY,28-113-574-4962,18,DvzUxD35ohKtUnalLGO9kDsCzZxtfcjO,carefully express deposits cajole furiously along the blithely express packages. slyly special platelets nag quick
980,4586.33,Customer#000000980,AUTOMOBILE,11-572-281-8212,1,UsrigSqZBnmbXhXNR6ibloq60qHBUj42kwX,final ideas boost furiously regular packages. carefully unusual pinto
981,3383.26,Customer#000000981,MACHINERY,28-202-962-8429,18,"pM4DXkl6Y,7S6a6jlJf8dZogp9QOdv",ruthless accounts alongside of the fluffy accounts cajole across the slyly special ideas. closely unusual
982,1437.55,Customer#000000982,FURNITURE,33-460-986-9418,23,EN9aD5Xgh2q,carefully final deposits along
983,2902.95,Customer#000000983,BUILDING,17-283-610-6143,7,9jgCxRufEbwbGwW0PmG1RDIOwCUYlHs8z,even accounts above the special foxes boost alongside of t
984,2811.97,Customer#000000984,AUTOMOBILE,21-247-588-5181,11,fgAELFO9RS 6q9,sometimes final requests cajole under the fluffily silent ideas. never ironic request
985,2701.21,Customer#000000985,HOUSEHOLD,33-408-194-5161,23,"0uAMe1ICB,wts4STD4eLL","bold, ironic accounts sleep slyly. carefully special deposits haggle regular requests. slowly even dep"
986,178.73,Customer#000000986,BUILDING,11-537-225-3800,1,Cei2QidV0GC3OQWfJTNHLYPd,quickly even theodolites nag above t
987,9850.64,Customer#000000987,AUTOMOBILE,18-887-394-2506,8,SO 0UTuH26eduKI,carefully fluffy dolphins sleep quickly
988,7746.97,Customer#000000988,FURNITURE,13-862-722-3298,3,3BNYKEUyMbzfb40SEr 8OTb,special deposits wake behind the quickly pend
989,5453.74,Customer#000000989,AUTOMOBILE,20-646-819-6827,10,pKuixWbH6XZFJY0uZjGi0oRaH1Xl,accounts are blithely across the regular deposits. quickly ironic dolphins nag unus
990,6988.49,Customer#000000990,BUILDING,10-403-137-1064,0,uF idg4bq8Ij7ghxJ5KuTnU8w,express theodolites sleep. quickly even pinto
991,6533.53,Customer#000000991,AUTOMOBILE,31-977-971-6175,21,dK1Gzw1glT,quickly bold requests cajole
992,5027.75,Customer#000000992,MACHINERY,15-262-535-3924,5,"Vbi1NGfPeKw,XU",blithely pending packages across the even requests wake furiously slyly e
993,8421.87,Customer#000000993,FURNITURE,17-494-757-5759,7,"56K JjC bMcgbXlJA4KI Icu uggsRoviMQm,F",regular requests nag. slyly even packages are quickly pending pinto beans. carefully express
994,7461.27,Customer#000000994,HOUSEHOLD,26-638-159-5836,16,sZjdeW4LT9EKopmlv3M Xbnbe3gXQ9JkoxPv,special hockey players nag furiously fluffily regular foxes. special deposits nag fu
995,-341.79,Customer#000000995,BUILDING,23-272-700-1002,13,5tCSAsm4qL5OvHdRZsiwSlVTdqPZws3f,"express, special theodolites sleep furiously regular package"
996,6450.78,Customer#000000996,AUTOMOBILE,32-902-625-1946,22,yjrSjcG z0Rm5PYrVMFTrU pFRMw,instructions haggle furiously. slyly silent theodolites hinder blithely sometim
997,367.03,Customer#000000997,FURNITURE,27-218-645-5219,17,85KMCT2D2RIGayG99ozpk85ppHE6i9gJE,slyly ironic ideas are above the quick
998,6679.20,Customer#000000998,MACHINERY,27-951-935-6514,17,"fHRMFCGphazw9KvR1,EmNOUBG",sauternes run across the express instructions. quickly even accounts cajole quickly packages. re
999,403.89,Customer#000000999,BUILDING,26-876-956-1302,16,r2SFEmfqrRu3M7ouE4zvI2ApOAtD,carefully final packages wake after the enticingly special
1000,-881.70,Customer#000001000,BUILDING,32-730-275-2976,22,hzM1shTwWlLuk,"even, special pinto beans after the slyly special asymptotes use thinly final platelets. furiously pendin"
1001,7140.81,Customer#000001001,MACHINERY,31-389-986-4741,21,KbWTzGB3ZUymu nNCIuG5eCueaqu,carefully idle accounts haggle slyly. dependencies boost sometimes a
1002,3699.76,Customer#000001002,MACHINERY,20-973-622-6579,10,98bKmyr3jZWRLEY9WBtyUWOodVd,blithely special pinto beans could have to are theodolites. furiously regular frays
1003,7894.00,Customer#000001003,AUTOMOBILE,31-716-397-1854,21,lE07lPMzVzMhG9CUC54uPwGw3BWO,"silent deposits are. blithely busy foxes use. regular, even deposits among the ironic ideas cajole fur"
1004,1512.46,Customer#000001004,MACHINERY,18-676-152-4849,8,"mBaNGEJoY2tgXD60V2DEO ajjoM3Zd,Jp","blithely careful ideas haggle carefully. ironic, even de"
1005,7790.94,Customer#000001005,AUTOMOBILE,23-149-373-9093,13,cTWPLcTvotjgrrcN3j,packages impress after the dependencies. special requests cajole quickly after the blithely
1006,7447.99,Customer#000001006,BUILDING,22-364-780-5932,12,Q46palcsa4KwAMhPS,"instructions lose. unusual, express ideas are quickly among the furiously ironic ideas. slyly express accounts d"
1007,7347.90,Customer#000001007,MACHINERY,19-790-843-5283,9,PfH0lw8GzD7o,carefully regular accounts nag slyly among the ru
1008,8191.74,Customer#000001008,HOUSEHOLD,12-115-571-7897,2,"AfP6tFNz1Eu4buoUd,HrZAld340 xz2wbQ2","regular asymptotes nod blithely according to the regular, special packages. carefully ironic ideas"
1009,594.50,Customer#000001009,BUILDING,22-132-906-1117,12,"cWONXs2Vx30bkgYoCkx7LrJH,E",carefully unusual ideas sleep quickly after the even foxes. quickly regular deposits are carefully accor
1010,1652.78,Customer#000001010,AUTOMOBILE,15-221-463-3776,5,uasIK CZZ5,quickly regular deposits haggle caref
1011,1188.94,Customer#000001011,BUILDING,15-736-809-3168,5,6m8KP FxT4nnHgoc4CN70TVLW1X5Q,quickly even packages cajole furiously furiously final packages. final theodolites cajole slyly furiously
1012,4422.45,Customer#000001012,AUTOMOBILE,14-535-551-6255,4,5Zsp rqM6oCmgqqFe,accounts sleep slyly. quickly ironic deposits above the furiously d
1013,-951.53,Customer#000001013,BUILDING,25-725-599-1183,15,k5rfeOtchP1  w,"regular, bold packages in place of the ironi"
1014,-392.84,Customer#000001014,AUTOMOBILE,21-553-425-9152,11,"ZsiaboMOOV,aGwWUpfE",furiously ironic pinto beans unwind bravely slyly pending requests. slyly unusual courts boost?
1015,6392.00,Customer#000001015,HOUSEHOLD,20-134-926-5391,10,RDJWEmcAk4GC8OT8WCsXB,fluffily regular accounts are care
1016,2357.54,Customer#000001016,AUTOMOBILE,21-683-368-2994,11,8tzkhPXMFHKgmz,blithely final accounts alongside of the even acc
1017,-913.70,Customer#000001017,MACHINERY,26-593-941-5690,16,OoVPZGR5hUp8oo,quickly express accounts along the fluffily regul
1018,8341.71,Customer#000001018,FURNITURE,28-450-764-4871,18,"yldxLZOgQwzrXh3t4yktykZZV8v,vK2c6pVr","ironic, bold foxes about the furiously silen"
1019,2114.53,Customer#000001019,FURNITURE,31-502-683-3413,21,VMFs38VlBt01g30PzPyliiAoGHazC4HG74JJ,carefully special packages sleep quick
1020,6914.87,Customer#000001020,MACHINERY,13-692-286-8158,3,"DHom,LSHKfYSwLSZv39AooYQHlvbaeztefjwR",accounts about the carefully ironic instructions haggle q
1021,1286.76,Customer#000001021,MACHINERY,16-469-554-5196,6,m h2wQbujQnQOrcf109reW0 o,blithely sly ideas across the bold packages wake according to the fur
1022,9605.83,Customer#000001022,AUTOMOBILE,18-733-553-2195,8,"lP,9H6e6mQwLsWYYr2Y","carefully final requests against the carefully regular packages breach above the regular, blithe multipliers. f"
1023,7188.35,Customer#000001023,AUTOMOBILE,27-960-306-5136,17,"w8 oxHcOTUiF8dOr,ktZ05pO7qcHZ8ZeH7",final deposits detect blithely after the bli
1024,-425.09,Customer#000001024,FURNITURE,21-508-779-7822,11,9wLrRS78uOPy7CHW,"ironic asymptotes are quickly silently special packages. packages along the quick, ironic platelets wake fluf"
1025,3363.46,Customer#000001025,AUTOMOBILE,18-588-456-4616,8,3T2A1uo8mCqTeO LTW8atjLBLO12nh6lyl,carefully special asymptotes integrate slyly. regular deposits cajole
1026,9699.28,Customer#000001026,MACHINERY,27-169-221-8173,17,ktKcS9tV2OC8T42KVqMem NjkNO 4pkXmu,carefully final deposits among the furiously unusual theodolites boost blithely pend
1027,4946.21,Customer#000001027,BUILDING,12-278-154-5262,2,GNaw4RXXMr,furiously ironic instructions haggle bravely according to the regular theodolites: bold requests wake blithely
1028,1915.53,Customer#000001028,AUTOMOBILE,20-582-119-3249,10,"NxmOhIN,w45aogQ1hZSvqoz0 8nrbdkaiZOe",carefully regular platelets are
1029,6252.18,Customer#000001029,BUILDING,25-602-810-8723,15,"D3TLK5s,gc","even accounts boost furiously. regular,"
1030,6359.27,Customer#000001030,HOUSEHOLD,18-759-877-1870,8,Xpt1BiB5h9o,carefully express asymptotes are after the blithe deposits. regular pl
1031,2226.80,Customer#000001031,AUTOMOBILE,31-946-641-1853,21,"dwCYOftUgV5,EwGJc","regular, unusual dugouts haggle furi"
1032,1853.64,Customer#000001032,FURNITURE,28-449-227-3528,18,6yoIzDrw5zLBO,"even, silent dependencies wake furiously. quickly ironic theodolites about the blith"
1033,81.06,Customer#000001033,BUILDING,18-470-380-2978,8,WOozPuOF8UdYMwjF5,deposits are furiously regular ideas. blithely express requests throughout the quietly final ideas solve slyly exp
1034,7349.82,Customer#000001034,HOUSEHOLD,15-370-179-6631,5,"Fn5qqb64TSKuJWz4f8GpPkF,c3WY3yqjsV,GgHu",furiously ironic packages cajole bold ideas. blithely furious accounts wake quickly. carefully final deposits are s
1035,7499.36,Customer#000001035,AUTOMOBILE,20-376-345-3729,10,"7yTbQ665G3Bi,6BK0EmQPw,Gc7bZOPk4ncXpo",carefully thin dolphins run flu
1036,1766.23,Customer#000001036,BUILDING,18-791-577-7691,8,fxujgj8DOFO6oKrH,"ironic, special asymptotes cajole dependencies. pending inst"
1037,4936.25,Customer#000001037,BUILDING,33-855-960-2989,23,dwgDZPKR5ZuU3HO2sDOS7Ym0oeC8c6Xm,carefully regular pinto beans across
1038,-509.92,Customer#000001038,AUTOMOBILE,27-511-101-1611,17,yQCza56pNgcF9sxDR HCed22GeEq,always daring accounts across the slyly
1039,7618.54,Customer#000001039,FURNITURE,20-871-886-9220,10,F602TgKjElSWrZ,ironic deposits sleep furiously! f
1040,2860.71,Customer#000001040,BUILDING,21-756-109-1482,11,vbJmdHe6U9Pl,express requests above the furiously express accounts wak
1041,7993.98,Customer#000001041,MACHINERY,21-314-290-3052,11,189f n2lA4,slyly ruthless packages haggle ironically pendi
1042,9849.87,Customer#000001042,FURNITURE,15-215-652-3459,5,S1sh9gyFn21m4zkb4J95GD5,fluffily pending accounts about the finally regular foxes haggle slyly regular theodo
1043,5847.76,Customer#000001043,HOUSEHOLD,17-266-334-8613,7,HJMn12xn4bl vWC7iVuTRsErYEzlyCO,"slyly special platelets serve carefully bold notornis. silent, bold ideas according"
1044,7291.30,Customer#000001044,BUILDING,10-451-459-9620,0,Eh2e8gLyStrLE7A,carefully thin accounts sleep among the quickly
1045,2942.19,Customer#000001045,HOUSEHOLD,30-120-992-2121,20,clvGUnQPLbzX 23hemPp24WS1MEtS4z,excuses sleep slyly. excuses are blithely around the carefully ironic foxes. express accounts must ha
1046,2311.00,Customer#000001046,BUILDING,20-890-161-8958,10,umgqzlyUW3AYz2C39YMhIgf,"furiously pending deposits play. ironic, ironic packages was over the busy, bold packages: foxe"
1047,8918.99,Customer#000001047,BUILDING,19-146-399-4251,9,"h5iBRMsym,y6LLSQU2DzNftiET qZ","blithely special packages affix slyly. unusual, regul"
1048,2583.91,Customer#000001048,BUILDING,29-757-642-3735,19,Mk0ebiw9SaFBTwoib,"final accounts promise around the even, express requests. regular, ev"
1049,8747.99,Customer#000001049,MACHINERY,19-499-258-2851,9,bZ1OcFhHaIZ5gMiH,"ironic, unusual dependencies sleep across the quickly reg"
1050,-517.65,Customer#000001050,FURNITURE,21-448-313-4374,11,KgVnjN7Y4HCN5f97HEUp7kYNNTrE3 O,furiously bold dinos doze furiously after the carefully even foxes. dependencies above the final
1051,9776.39,Customer#000001051,HOUSEHOLD,12-869-221-1428,2,"iHS,UFudVOOe",quickly regular accounts across the carefully regular deposits ar
1052,2837.96,Customer#000001052,BUILDING,23-496-475-9040,13,"OcXtKS,1Hvf2D0 rPvhw4qXViYOudQ3","special, unusual requests cajole furiously furiously final theodoli"
1053,-473.85,Customer#000001053,MACHINERY,26-400-312-6496,16,wDJTteyausmZswQAFQot,"express, special platelets haggle carefully regular pearls. daring accounts haggle fl"
1054,8844.27,Customer#000001054,HOUSEHOLD,31-915-292-9727,21,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,furiously final dolphins wake among the quickly pending asymptotes. furiously eve
1055,639.93,Customer#000001055,HOUSEHOLD,17-802-131-7180,7,Z3AggyEMPME2hqqTfbMC76O0z,furiously express accounts alongside o
1056,6287.12,Customer#000001056,HOUSEHOLD,15-325-285-5215,5,8u1rnDOcvU109,"pending, careful instructions along the slyly special excuses nag carefully carefully final requests. careful, caref"
1057,-377.11,Customer#000001057,AUTOMOBILE,34-750-735-1314,24,"xyV8 FbW4xS,JhkxC0dY527tzcMKxM",blithely bold requests are fluffily. packages breach. carefully ironic instru
1058,6807.55,Customer#000001058,MACHINERY,29-818-620-9637,19,R0NIEcSVDQ4rNUcCevDrap,"unusual, even accounts use furiously"
